state,district,month,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,E,DU,BU,U,T,activity_ratio,zero_month_ratio,avg_monthly_enrolment,monthly_valatility,peak_load_ratio,biometric_burden,update_dominant,enrollment_update_balance,DEI,ASS,UBS,SRS
Meghalaya,east garo hills,1,0,1,0,1.0,2.0,0.0,3.0,1,3.0,3.0,6.0,7.0,1.0,0.0,689.6666666666666,0.5229748351348368,1.9230358911834184,0.5245806824754193,1,0.47298635982625925,0.805408052334285,0.6534014401967099,0.6102130913155768,0.5023267731456276
Meghalaya,east jaintia hills,1,0,1,0,1.0,4.0,1.0,1.0,1,5.0,2.0,7.0,8.0,1.0,0.0,593.3333333333334,0.42191224558554563,1.4663615560640733,0.6186213070725156,1,0.48878718535469107,0.8372541477028677,0.6703208243077103,0.768786794355897,0.45356573266432243
Meghalaya,east khasi hills,1,4,17,10,6.0,41.0,28.0,42.0,31,47.0,70.0,117.0,148.0,1.0,0.0,2986.5,0.37508297308181493,1.4750980943580678,0.6402204963399393,1,0.3999437547708007,0.7512711545369635,0.25,0.8052078989527489,0.43097137739945185
Meghalaya,eastern west khasi hills,1,0,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,1.0,0.0,139.66666666666666,1.0363046866077261,3.102710413694722,0.4592198581560284,0,0.5977175463623395,0.5,0.75,0.0,0.75
Meghalaya,kamrup,7,13,71,59,0.0,0.0,0.0,0.0,143,0.0,0.0,0.0,143.0,1.0,0.0,143.0,0.0,1.0,,0,1.0,0.5001170891633979,0.7494145541830104,0.0,0.25
Meghalaya,north garo hills,1,0,3,0,0.0,3.0,2.0,0.0,3,3.0,2.0,5.0,8.0,1.0,0.0,359.8888888888889,0.5462608783558404,1.9679270762997974,0.570391358243315,1,0.3645059644384425,0.7405699039320679,0.7113215463575513,0.6874602228230273,0.5135619067515698
Meghalaya,ri bhoi,1,2,3,0,0.0,15.0,6.0,7.0,5,15.0,13.0,28.0,33.0,1.0,0.0,969.7,0.37944907550216467,1.3419842980921775,0.5055085315061131,1,0.3944595858926901,0.8549051966039475,0.6042181371114104,0.5780531432388356,0.4330779501462383
Meghalaya,south garo hills,1,0,3,0,0.0,7.0,0.0,1.0,3,7.0,1.0,8.0,11.0,1.0,0.0,517.0,0.48188158677146886,1.658797374550074,0.6054663050281661,1,0.4925894558543299,0.7885336844278261,0.683727533516773,0.7466044939233679,0.48249995536972623
Meghalaya,south west garo hills,1,1,0,0,0.0,11.0,1.0,7.0,1,11.0,8.0,19.0,20.0,1.0,0.0,574.1111111111111,0.4786850735826988,1.7823657045170622,0.563433578968333,1,0.33973305279768556,0.8318615958842649,0.6736968951856839,0.6757278377043819,0.48095769022797835
Meghalaya,south west khasi hills,4,241,535,212,0.0,0.0,193.0,214.0,988,0.0,407.0,407.0,1395.0,1.0,0.0,442.75,0.2149624732100283,1.3595811518324608,0.7097203728362184,1,0.37089005235602096,0.6302104190241262,0.6967683390902172,0.922400365762462,0.35371586464290417
Meghalaya,west garo hills,1,3,10,0,3.0,39.0,20.0,36.0,13,42.0,56.0,98.0,111.0,1.0,0.0,1818.6666666666667,0.4575414671544298,1.5225821819914245,0.7557400969915454,1,0.2599333015721772,0.8758438537885841,0.45511094198231955,1.0,0.47075624720571374
Meghalaya,west jaintia hills,1,0,9,2,1.0,8.0,2.0,2.0,11,9.0,4.0,13.0,24.0,1.0,0.0,1216.0,0.39809454240941083,1.4140845070422534,0.5731766332526789,1,0.4567136150234742,0.7055998762182063,0.560959545694046,0.6921568246811367,0.4420740818574056
Meghalaya,west khasi hills,1,0,7,1,0.0,13.0,6.0,4.0,8,13.0,10.0,23.0,31.0,1.0,0.0,1632.6,0.4563980355177348,1.6859344894026975,0.47815275310834815,1,0.4915101156069364,0.7713832626024053,0.48779052748668117,0.5319251310242301,0.47020456021082135
