state,district,DEI,ASS,UBS,SRS
Mizoram,aizawl,0.8412316669987504,0.25722516919700017,0.6884983027284912,0.676168549577956
Mizoram,champhai,0.7373180137593981,0.3440317228043586,0.592222897151929,0.75
Mizoram,hnahthial,0.6664307058053429,0.75,0.43253302083617684,0.469062083104816
Mizoram,khawzawl,0.720243512019965,0.7353667459301262,0.557037530254525,0.3390913696457248
Mizoram,kolasib,0.7543961088809247,0.6340837231179284,0.7353203144206559,0.69328610368718
Mizoram,lawngtlai,0.7830744817950461,0.25,0.75,0.5972768781581275
Mizoram,lunglei,0.8227989189146279,0.5323303457106274,0.5307566631058585,0.6297445983774583
Mizoram,mamit,0.7931645541798363,0.6512255350283519,0.6780717506888032,0.6137580219696995
Mizoram,saiha,0.6419894165332545,0.5690963965611853,0.6280195661563661,0.5607964545517499
Mizoram,saitual,0.6743353725815282,0.7467806841046278,0.25,0.25
Mizoram,serchhip,0.6620049495578886,0.6973202853484544,0.6614134589132667,0.6971299281851513
