state,district,DEI,ASS,UBS,SRS
Bihar,araria,0.7030896233971838,0.5243240951292134,0.399432793435294,0.5310767517051217
Bihar,arwal,0.5910740100577275,0.75,0.5314508493785255,0.5413127380067508
Bihar,aurangabad,0.6555912412289365,0.572611614340574,0.35233445219377557,0.41798301625061696
Bihar,banka,0.6538404986459427,0.6100057162958403,0.4173617539039439,0.5072904913172444
Bihar,begusarai,0.7006387389849512,0.5664739248966669,0.4880884542336809,0.5129859498736344
Bihar,bhagalpur,0.7941138030649448,0.5456644094626681,0.579063568853305,0.2903121361188936
Bihar,bhojpur,0.47270427637914236,0.5495920072364536,0.2631475230038754,0.7165735182931429
Bihar,buxar,0.6221572939557504,0.6480593908480639,0.25,0.4050995108177652
Bihar,darbhanga,0.8057922584879684,0.4554825139975962,0.47874982738468325,0.4026027117665234
Bihar,east champaran,0.6224283900652822,0.2617184064726057,0.4542853367140489,0.44363458420057283
Bihar,gaya,0.6715520981239138,0.4152119426611555,0.631110171846128,0.3730201641842418
Bihar,gopalganj,0.7562691814694225,0.5637257057426788,0.5571574788848173,0.25083316800129035
Bihar,jamui,0.604201770501639,0.6473402735027702,0.6394932694945583,0.43248025955960684
Bihar,jehanabad,0.5361200120142939,0.7291822399085393,0.40554854738482105,0.615158924639066
Bihar,kaimur,0.7525506141476975,0.701246592208249,0.6209363822856752,0.36390640640959654
Bihar,katihar,0.8086841444976376,0.4987421008329459,0.5659337847548316,0.3627601249008234
Bihar,khagaria,0.679463849866426,0.6205955207692082,0.3464138317497055,0.5126023808140437
Bihar,kishanganj,0.7285541259159569,0.6341900448509366,0.44805532257746095,0.75
Bihar,lakhisarai,0.5609868013811337,0.6998018141387239,0.38904727822818663,0.49492541673941665
Bihar,madhepura,0.6765276702664009,0.6145860815524873,0.43077438315148486,0.43262944048281726
Bihar,madhubani,0.7537758356865203,0.478311054436725,0.6531848784136804,0.36326052145654014
Bihar,munger,0.5773415446855494,0.7146579016797115,0.5454234589986523,0.46646661435494285
Bihar,muzaffarpur,0.7962491314454565,0.450092340163574,0.5580830436895796,0.38140624994198447
Bihar,nalanda,0.6224044352756785,0.5377354046006759,0.2959215882220275,0.748027065114349
Bihar,nawada,0.623853420164626,0.5270409060642989,0.39083104746946373,0.55261302239464
Bihar,patna,0.6913682425957911,0.480630551402691,0.4731968764482387,0.5084548943326148
Bihar,purnia,0.8413895951325104,0.4812791311230323,0.7138966464907569,0.29544886340853127
Bihar,rohtas,0.7696745116538134,0.6205771993081817,0.29411944514160515,0.46905629443048596
Bihar,saharsa,0.5993514330856871,0.6074498724826313,0.75,0.41131843300239
Bihar,samastipur,0.6685505445024408,0.43322455620186684,0.37533513001541363,0.5985764654563765
Bihar,saran,0.6258786732557509,0.41860599331633097,0.4789896021361879,0.5768425266262761
Bihar,sheikhpura,0.6341142422523947,0.7423233078298596,0.5470319299022643,0.5954214976798147
Bihar,sheohar,0.6339576313724056,0.7422317005247266,0.3554728412109607,0.5733230639788762
Bihar,sitamarhi,0.7347159303881929,0.30442573212558255,0.5813546730561389,0.25
Bihar,siwan,0.7515641410750732,0.5535023304898425,0.6056250764643889,0.36605523808621654
Bihar,supaul,0.6527715805518148,0.5840258845601384,0.3836813415188326,0.4528351674960933
Bihar,vaishali,0.7599439878701448,0.4710557558701961,0.5186674774223029,0.42446945747229325
Bihar,west champaran,0.7063611584850984,0.25,0.38475247080277303,0.39744443639116345
