state,district,DEI,ASS,UBS,SRS
Assam,bajali,0.7258447004554114,0.75,0.40573401352248484,0.5437836875879222
Assam,baksa,0.7479095054147358,0.6682519816437213,0.5288187688819936,0.45997426696910904
Assam,barpeta,0.9000694088455786,0.4254693366708386,0.5540698121491452,0.33890187985173104
Assam,biswanath,0.7431859429005989,0.7070892186661899,0.47453533489054295,0.46956813545150844
Assam,bongaigaon,0.8222620152397303,0.6773675427617856,0.5141553281989246,0.4107664126754803
Assam,cachar,0.8847554025568612,0.25,0.5392543090576114,0.3773565771455936
Assam,charaideo,0.5052412428650992,0.714877972465582,0.4969792788686017,0.5579341954790644
Assam,chirang,0.7735287275811885,0.6649863254994669,0.5995239270301602,0.4636343874639586
Assam,darrang,0.8010970163111282,0.5516502109117879,0.449296152999908,0.44641869411068846
Assam,dhemaji,0.7443664015635876,0.5986232790988736,0.49538882597727785,0.5120825750851017
Assam,dhubri,0.8000590166615298,0.4323807537199277,0.3754604862348767,0.465580486169416
Assam,dibrugarh,0.788397907795732,0.5897997496871089,0.5261710601229747,0.28573952490155213
Assam,dima hasao,0.6360664560725627,0.7168103648078616,0.6159372633121106,0.6328718264794222
Assam,goalpara,0.7636950951988347,0.5076600380104761,0.4785016155322914,0.5289773442744566
Assam,golaghat,0.8124119646904587,0.46151439299123903,0.49466111015788145,0.44849215170643286
Assam,hailakandi,0.7536028450291242,0.5932415519399249,0.49376444731192337,0.4856394464085625
Assam,hojai,0.8326296714351507,0.578906503499745,0.48183096520265306,0.41116543757591817
Assam,jorhat,0.659274506467622,0.6304755944931164,0.5375232829263645,0.5459504289573389
Assam,kamrup,0.8166616942023911,0.44234459741343346,0.4988774901717089,0.40231790891848807
Assam,kamrup metropolitan,0.8163974437919078,0.5969614796273119,0.5575696117914619,0.4050935434749817
Assam,karbi anglong,0.768567356451003,0.5298289528577389,0.5630518195983081,0.5350368604962878
Assam,karimganj,0.6820500886199786,0.37244472256987904,0.4930504502025266,0.75
Assam,kokrajhar,0.7858088492642415,0.6432415519399249,0.555959328478059,0.41465612072101155
Assam,lakhimpur,0.7509312846431023,0.5871297455152273,0.4803325412108092,0.5214110847912609
Assam,majuli,0.7940245166816613,0.7344746409201979,0.46936826770810297,0.41223955264324963
Assam,marigaon,0.8043900478617179,0.5248435544430539,0.4058592648030097,0.46644413138145346
Assam,nagaon,0.8227225971018811,0.42591433736615214,0.5156526337010858,0.5241799016065488
Assam,nalbari,0.7530421863178852,0.6396537338339592,0.5465166297412289,0.6109613266018343
Assam,sivasagar,0.8065761867920547,0.6709196681036481,0.559500641013781,0.4641018698298487
Assam,sonitpur,0.7253844311725111,0.5419482686691698,0.46704662334076225,0.5491022269404379
Assam,south salmara mankachar,0.7192817826210897,0.7041391024494904,0.25,0.7078969834570014
Assam,sribhumi,0.6914488094048984,0.744785148101794,0.3989093077693596,0.6720348084653787
Assam,tamulpur,0.8936284629904281,0.7488318731748018,0.4333009250514043,0.25
Assam,tinsukia,0.48547645971226216,0.551668752607426,0.40849563570182235,0.5206254758390434
Assam,udalguri,0.7772732496560805,0.6333263801974691,0.5374336671733775,0.4348370989583372
Assam,west karbi anglong,0.6664863432666295,0.7056158160663792,0.75,0.2927512535422332
