state,district,DEI,ASS,UBS,SRS
Manipur,bishnupur,0.6776405576037894,0.6145271229764271,0.305009492688287,0.5856823681158472
Manipur,chandel,0.7170556494701439,0.6374751491053678,0.44544880171900597,0.3821071871095934
Manipur,churachandpur,0.6512606312712921,0.25,0.75,0.2885125677035603
Manipur,imphal east,0.8090920052454746,0.5830019880715706,0.3560113854182353,0.5167226188988852
Manipur,imphal west,0.7133070495927871,0.5946464072706618,0.45550996887775363,0.75
Manipur,jiribam,0.8918195607520533,0.7310470510271703,0.3624629780468568,0.25
Manipur,kakching,0.824587624997827,0.7343605036447979,0.25,0.26830427556223224
Manipur,pherzawl,0.7595180355346336,0.75,0.7070337841490282,0.29506654085072737
Manipur,senapati,0.7928987009148802,0.5195162359178264,0.4426445313524403,0.4340286458028642
Manipur,tamenglong,0.6398554144498725,0.6032803180914513,0.4033638999725115,0.46937911230808527
Manipur,thoubal,0.8583837116071068,0.5937375745526838,0.292476770830997,0.42116531336939755
Manipur,ukhrul,0.7511263446161187,0.6407886017229953,0.39112002590083594,0.5558942751923797
