state,district,DEI,ASS,UBS,SRS
Arunachal Pradesh,anjaw,0.8207975988629833,0.7171578947368421,0.5129373189294357,0.3342981798927588
Arunachal Pradesh,changlang,0.8599191775113713,0.25,0.47340038862759803,0.5173893308630313
Arunachal Pradesh,dibang valley,0.5592007496091039,0.7426315789473684,0.6692389204222574,0.5913574337586797
Arunachal Pradesh,east kameng,0.7562995159406628,0.611578947368421,0.5236055450777717,0.5354556184494254
Arunachal Pradesh,east siang,0.8209123121454958,0.6310526315789473,0.43791829436426394,0.46378005609834294
Arunachal Pradesh,kamle,0.7530268615968311,0.7323157894736843,0.25,0.6021585215644616
Arunachal Pradesh,kra daadi,0.7003771223605854,0.6994736842105262,0.5027096553152517,0.45378759191598717
Arunachal Pradesh,kurung kumey,0.7836430113001425,0.7021052631578948,0.75,0.4482454733764066
Arunachal Pradesh,leparada,0.8064791633115312,0.75,0.5565672870625358,0.4122131971871158
Arunachal Pradesh,lohit,0.8206848025763247,0.6378947368421053,0.5588635944680933,0.40310208031139805
Arunachal Pradesh,longding,0.8548952470707458,0.3006766917293234,0.5648852437803932,0.4579595916403779
Arunachal Pradesh,lower dibang valley,0.8253300177352714,0.6815789473684211,0.5579812777469612,0.4148410491322194
Arunachal Pradesh,lower siang,0.8067699179131989,0.7310526315789474,0.5493202383651596,0.4358502699562121
Arunachal Pradesh,lower subansiri,0.7083884755500314,0.6721052631578948,0.4537064198837729,0.4872613338862828
Arunachal Pradesh,namsai,0.8327578875681081,0.6289473684210527,0.6779965376853089,0.4789728579675615
Arunachal Pradesh,pakke kessang,0.8410043462352954,0.7460526315789473,0.537011332587819,0.25
Arunachal Pradesh,papum pare,0.8757565538602069,0.4615789473684211,0.5604234953328864,0.4489514137865457
Arunachal Pradesh,shi yomi,0.6508898980123576,0.7310526315789474,0.5892631459295441,0.75
Arunachal Pradesh,siang,0.6423770476621551,0.6723157894736842,0.5953416632666693,0.33137914342423813
Arunachal Pradesh,tawang,0.7823813547310106,0.6426315789473684,0.6915677142911565,0.48702915416998793
Arunachal Pradesh,tirap,0.799893325268844,0.6868421052631579,0.6401820297449334,0.48079747858309646
Arunachal Pradesh,upper siang,0.8825703110403993,0.7190526315789474,0.4706847788990802,0.3088685425270373
Arunachal Pradesh,upper subansiri,0.8771712868366597,0.648421052631579,0.682056011214592,0.4004258077779579
Arunachal Pradesh,west kameng,0.881720028607256,0.6074436090225563,0.6832837111980663,0.3981644708556191
Arunachal Pradesh,west siang,0.8077868622275435,0.6273684210526316,0.5799461800181165,0.48623184126725316
