state,district,month,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,E,DU,BU,U,T,activity_ratio,zero_month_ratio,avg_monthly_enrolment,monthly_valatility,peak_load_ratio,biometric_burden,update_dominant,enrollment_update_balance,DEI,ASS,UBS,SRS
Jharkhand,bokaro,1,139,183,0,59.0,461.0,746,733,322,520.0,1479,1999.0,2321.0,1.0,0.0,1167.6666666666667,0.5028628538500646,1.7764395753222568,0.6009261711707863,1,0.056478592791441955,0.8448987775631942,0.5605394424083463,0.5277971929737322,0.30593004610170144
Jharkhand,chatra,1,112,171,2,67.0,310.0,336,386,285,377.0,722,1099.0,1384.0,1.0,0.0,1050.5714285714287,0.7047805341423056,2.44629381479653,0.6008117607373312,1,0.07409347828277231,0.5241626664342179,0.5893323419552006,0.5276032116253834,0.75
Jharkhand,deoghar,1,215,255,6,31.0,374.0,389,393,476,405.0,782,1187.0,1663.0,1.0,0.0,1188.375,0.5698240735458426,2.1120135006855816,0.498137583484139,1,0.07162445191134148,0.4898243248903105,0.5554474081706732,0.353520527531666,0.45319533609632223
Jharkhand,dhanbad,1,190,202,3,75.0,653.0,813,1208,395,728.0,2021,2749.0,3144.0,1.0,0.0,1790.7142857142858,0.5045825913043788,1.8519083356744392,0.6190173210446986,1,0.07186717043441368,0.788271365924597,0.4073363933351287,0.5584704938235275,0.3097121999524647
Jharkhand,dumka,1,74,165,1,35.0,229.0,280,417,240,264.0,697,961.0,1201.0,1.0,0.0,839.375,0.5790527118932296,2.1282253031988496,0.6262035895855801,1,0.06073020954861582,0.6467332160698319,0.6412640656651405,0.5706547153063053,0.47349153303923885
Jharkhand,east singhbhum,1,264,127,1,37.0,480.0,829,1309,392,517.0,2138,2655.0,3047.0,1.0,0.0,1462.625,0.47768136955532575,1.9130769075126965,0.7319816550263185,1,0.05918802986463792,0.8333045604857656,0.48801125253211247,0.75,0.2505493555466649
Jharkhand,garhwa,1,174,131,0,41.0,366.0,455,693,305,407.0,1148,1555.0,1860.0,1.0,0.0,1280.5,0.513611016070074,1.8055090179047761,0.6531363453005244,1,0.07190925002105894,0.8186902690714899,0.5327945154151493,0.6163188397271528,0.3295680747013912
Jharkhand,giridih,1,386,475,14,116.0,670.0,653,775,875,786.0,1428,2214.0,3089.0,1.0,0.0,2430.5714285714284,0.5599024449083211,1.8510780969245593,0.5274983527344608,1,0.11076534465248301,0.5494336158373753,0.25,0.40330131618652115,0.43137507169310874
Jharkhand,godda,1,84,136,0,55.0,400.0,567,535,220,455.0,1102,1557.0,1777.0,1.0,0.0,863.4285714285714,0.48142323673867676,1.6166570425976101,0.5622365542944584,1,0.05369342157864345,0.8725388558762663,0.6353494607917755,0.46219946886653135,0.25877870319566365
Jharkhand,gumla,1,210,144,0,39.0,249.0,673,929,354,288.0,1602,1890.0,2244.0,1.0,0.0,1120.857142857143,0.5723223297728375,1.8883127629980456,0.6211843249990544,1,0.06907054950085392,0.7808348191628488,0.5720495767127618,0.5621446198297744,0.4586896569796747
Jharkhand,hazaribagh,1,154,149,2,84.0,512.0,516,523,305,596.0,1039,1635.0,1940.0,1.0,0.0,1109.4285714285713,0.5103112004729377,1.7440474280396623,0.5583560049963212,1,0.062301447229085774,0.7480613642678644,0.5748597824432398,0.4556200498183333,0.32231091446672344
Jharkhand,jamtara,1,151,113,1,10.0,221.0,210,224,265,231.0,434,665.0,930.0,1.0,0.0,864.3333333333334,0.5439420534995253,1.8579831446589399,0.4872179484432254,1,0.10001349970107805,0.6212994060662311,0.6351269861714459,0.3350064334517259,0.39627398363165334
Jharkhand,khunti,1,42,45,1,8.0,83.0,215,311,88,91.0,526,617.0,705.0,1.0,0.0,424.85714285714283,0.5509341175919796,2.1071081196747463,0.6774446646845061,1,0.05785316889079096,0.6262395535298788,0.743191105698863,0.6575332677106924,0.41165136700242233
Jharkhand,koderma,1,90,84,3,41.0,167.0,257,253,177,208.0,510,718.0,895.0,1.0,0.0,671.3333333333334,0.504614916575913,1.6893793103448276,0.5840849209566275,1,0.09259770114942528,0.5752009092295834,0.6825843354448906,0.4992430801558132,0.30978329170539665
Jharkhand,latehar,1,80,70,1,45.0,172.0,295,352,151,217.0,647,864.0,1015.0,1.0,0.0,518.0,0.5899651939059324,1.9410343160947316,0.46458736135137885,1,0.050072498791686806,0.6673000502834038,0.7202879289954686,0.2966365779636188,0.4974909439738501
Jharkhand,lohardaga,1,106,52,0,21.0,80.0,177,241,158,101.0,418,519.0,677.0,1.0,0.0,462.85714285714283,0.5174015066905197,1.9050874855282989,0.6952208561555279,1,0.07077480941042837,0.7001321105129659,0.7338471716450241,0.6876725608321583,0.3379043580453611
Jharkhand,pakur,1,43,31,1,14.0,146.0,215,213,75,160.0,428,588.0,663.0,1.0,0.0,978.625,0.5891824764335345,2.3419023841532005,0.6075089520355315,1,0.10739663639606024,0.5960098980921649,0.6070234652178494,0.5389582092330563,0.49576954289901576
Jharkhand,palamu,1,279,154,0,86.0,546.0,673,769,433,632.0,1442,2074.0,2507.0,1.0,0.0,1684.6666666666667,0.5448170558624126,1.67656050955414,0.4951750106713824,1,0.07153573956121727,0.8322404776779259,0.43341276067585444,0.3484975252455512,0.3981983433924523
Jharkhand,ramgarh,1,77,90,0,25.0,206.0,238,292,167,231.0,530,761.0,928.0,1.0,0.0,582.3333333333334,0.5325787851066824,1.6854081920335091,0.5129104930248679,1,0.0703612710942849,0.7755984184967963,0.704468812570987,0.378567796606752,0.3712831751792168
Jharkhand,ranchi,1,220,205,1,86.0,647.0,921,1200,426,733.0,2121,2854.0,3280.0,1.0,0.0,2000.625,0.47743157873596387,1.8465891145265687,0.6938598591886584,1,0.07119820280700194,0.8691457490067525,0.3557208177698675,0.6853650088129999,0.25
Jharkhand,sahibganj,1,180,226,3,44.0,296.0,350,344,409,340.0,694,1034.0,1443.0,1.0,0.0,1220.1666666666667,0.603652274901468,1.9693433951895432,0.4370810513628386,1,0.07184283092745061,0.5584942603216492,0.5476300598339636,0.25,0.527592426012931
Jharkhand,seraikela-kharsawan,1,251,108,0,28.0,308.0,486,734,359,336.0,1220,1556.0,1915.0,1.0,0.0,824.5,0.4921886469274544,1.77812937382097,0.628350902639281,1,0.06020811781172032,0.7870984111722924,0.6449217240612156,0.5742954556558084,0.2824546646038359
Jharkhand,simdega,1,31,24,0,14.0,99.0,211,389,55,113.0,600,713.0,768.0,1.0,0.0,397.1666666666667,0.6405481535142595,2.240275007124537,0.6400736593441342,1,0.04244442861214021,0.7530851817379969,0.75,0.5941712316956405,0.6087361430510132
Jharkhand,west singhbhum,1,213,204,1,38.0,236.0,503,1198,418,274.0,1701,1975.0,2393.0,1.0,0.0,1142.2857142857142,0.632724029255985,2.315928726682691,0.6224876090372906,1,0.048411607645595066,0.6597788481923447,0.5667804409681159,0.5643543203560633,0.591528841077071
