state,district,DEI,ASS,UBS,SRS
Nagaland,chumukedima,0.5091634099192657,0.7137757009345794,0.3387836611758731,0.5561308754577121
Nagaland,dimapur,0.8976912277810921,0.25,0.677561760517013,0.5388407057015692
Nagaland,kiphire,0.7179754505378517,0.5853805073431242,0.619660147536834,0.7086722061441488
Nagaland,kohima,0.8252273392877345,0.47226168224299064,0.7207640726993212,0.5893707534549235
Nagaland,longleng,0.6171174787383016,0.5763444592790388,0.6665656459981932,0.47975425359991
Nagaland,meluri,0.7500224299065421,0.7498878504672897,0.75,0.25
Nagaland,mokokchung,0.7332866566235305,0.6570921228304406,0.6843768292552512,0.6382056626650543
Nagaland,mon,0.7793273590561819,0.31756742323097464,0.6579375991198377,0.6915412149290059
Nagaland,niuland,0.774996008548559,0.7489906542056075,0.4517702983304198,0.3552916714370909
Nagaland,noklak,0.6238107338393865,0.6886221628838451,0.5002453570070737,0.6418652135323747
Nagaland,peren,0.7062147663754771,0.5339626168224298,0.6672640696622782,0.75
Nagaland,phek,0.7951872089324954,0.5525046728971963,0.7263994181255449,0.6609293002951412
Nagaland,shamator,0.5761318288399901,0.6921981308411215,0.25,0.745446131514857
Nagaland,tseminyu,0.6080353552987945,0.75,0.4000312022920327,0.35478675856683267
Nagaland,tuensang,0.7643935403329464,0.47882242990654206,0.6012786534817866,0.6319515597698219
Nagaland,wokha,0.7467310283689457,0.6463257676902536,0.7178634592658415,0.6548536840981868
Nagaland,zunheboto,0.7879993107651563,0.6080667556742323,0.6256145065737193,0.5984895473444716
