state,district,DEI,ASS,UBS,SRS
Madhya Pradesh,agar malwa,0.6399285812413392,0.6606564019448946,0.47244774179651683,0.44414000408265075
Madhya Pradesh,alirajpur,0.7420699615743265,0.6044609091610713,0.7313792365699566,0.3315289248814805
Madhya Pradesh,anuppur,0.7346213465878298,0.638776337115073,0.6035894154177761,0.6397637353766203
Madhya Pradesh,ashok nagar,0.8278360691175906,0.5764837539553909,0.5911896032514338,0.40548848195269493
Madhya Pradesh,balaghat,0.7828336203844062,0.5398323024509641,0.5046211776776099,0.4482139535211741
Madhya Pradesh,barwani,0.8503481725285713,0.2827622134753416,0.659042764163738,0.4669862432557133
Madhya Pradesh,betul,0.7752508056681247,0.5468713822644131,0.6699102073601183,0.4445981215296352
Madhya Pradesh,bhind,0.8560350100764698,0.47455429497568885,0.49849550787073893,0.2759036423345396
Madhya Pradesh,bhopal,0.9358336602991608,0.42021445936559393,0.5570055025597542,0.284037091815396
Madhya Pradesh,burhanpur,0.7324799616874411,0.5436250675310643,0.6660662579135663,0.45704454836987785
Madhya Pradesh,chhatarpur,0.8417703635576153,0.3446399629543876,0.6701954075997137,0.2862062930207744
Madhya Pradesh,chhindwara,0.8513824987813378,0.44312919657328087,0.5788262892814013,0.4210128340996081
Madhya Pradesh,damoh,0.7094408720689317,0.5375955082194952,0.5549634566393219,0.5422743332261271
Madhya Pradesh,datia,0.8077829457879764,0.6023529752257467,0.4219168977662284,0.3153587955288769
Madhya Pradesh,dewas,0.8421676115017345,0.5233850428339893,0.6504296673888955,0.3133026414607052
Madhya Pradesh,dhar,0.7808027542735296,0.40970855522111604,0.5899070391562357,0.357562650298684
Madhya Pradesh,dindori,0.620537638169259,0.6512213475341514,0.4956998113703309,0.75
Madhya Pradesh,guna,0.7705696703146179,0.48928426719147955,0.6401382121053718,0.47687448621352135
Madhya Pradesh,gwalior,0.8247015522104439,0.39078490391294285,0.4709019243591175,0.2797971129688934
Madhya Pradesh,harda,0.6003069729563911,0.650874044917805,0.6933538051347496,0.5935061423833332
Madhya Pradesh,indore,0.9032928155937097,0.25,0.526685512478593,0.30380661573376433
Madhya Pradesh,jabalpur,0.909214354612255,0.4413130933086363,0.5372386810984107,0.2663056012380356
Madhya Pradesh,jhabua,0.8347995899246253,0.44915875588484994,0.6675769584314153,0.25
Madhya Pradesh,katni,0.8301181671089946,0.511943351084356,0.524850778407745,0.3874551614780133
Madhya Pradesh,khandwa,0.8144801720044235,0.565427954001698,0.7396695165792777,0.376940303584544
Madhya Pradesh,khargone,0.8357624835820883,0.4107625221887783,0.75,0.3939034493718349
Madhya Pradesh,maihar,0.5474395498316131,0.7394940958555221,0.25,0.38705478837152973
Madhya Pradesh,mandla,0.7004136996727335,0.5852627923130355,0.46639721324769223,0.6769263119086112
Madhya Pradesh,mandsaur,0.7431275666321101,0.4700740912248206,0.5452167142247893,0.442595198921818
Madhya Pradesh,mauganj,0.7488204851628604,0.7399571660106505,0.3354677823295995,0.32461448310670676
Madhya Pradesh,morena,0.862758724652949,0.26439376398857767,0.6092364184244812,0.35485896726693916
Madhya Pradesh,narmadapuram,0.7764632712391262,0.5624317798432177,0.7464826605352154,0.54131841324998
Madhya Pradesh,narsinghpur,0.7926375155548789,0.5690553368835378,0.6607620716646782,0.3779840677978481
Madhya Pradesh,neemuch,0.7156670082831618,0.5884174577448483,0.4641847019494593,0.5440969860469081
Madhya Pradesh,niwari,0.7662697509204011,0.7482345450335726,0.4752300417278365,0.3862809669214259
Madhya Pradesh,pandhurna,0.7898458851924517,0.75,0.40252330270394177,0.38996417709074727
Madhya Pradesh,panna,0.796058823340576,0.5460368912556919,0.7240431848396403,0.3528971645015183
Madhya Pradesh,raisen,0.8087383825072033,0.5268084543379751,0.6200893205515178,0.4503643963151755
Madhya Pradesh,rajgarh,0.6773309293374472,0.44295554526510766,0.6612388641329361,0.5579506925090099
Madhya Pradesh,ratlam,0.8160878313352166,0.47699120166705256,0.6251436529028549,0.5143181501009102
Madhya Pradesh,rewa,0.892114909317311,0.39233618893262334,0.517093566947433,0.3244346972267552
Madhya Pradesh,sagar,0.8189333901758615,0.4102946283862005,0.6129002091822323,0.3671686978223564
Madhya Pradesh,satna,0.691850039928053,0.42653102570039364,0.5953881553681406,0.28927897325374313
Madhya Pradesh,sehore,0.7651938836049358,0.5456868322693745,0.6912419398736801,0.5468717656785435
Madhya Pradesh,seoni,0.7295501815899594,0.5416184301921741,0.44249765421759046,0.43738703481401264
Madhya Pradesh,shahdol,0.756934988316116,0.5597939337809679,0.506085635717886,0.5535473500625138
Madhya Pradesh,shajapur,0.7207124591367002,0.5030388978930308,0.6639039800063478,0.5978032369378711
Madhya Pradesh,sheopur,0.7210385304381612,0.5656040171335958,0.5381171153182422,0.3646537721738447
Madhya Pradesh,shivpuri,0.7816064812678283,0.4041951261866173,0.6409294685924666,0.44650820323794627
Madhya Pradesh,sidhi,0.8108732125969584,0.5492012039824034,0.5124991139256159,0.41453131278459254
Madhya Pradesh,singrauli,0.7898232588272047,0.5328200972447326,0.4236977665016364,0.47987839542489524
Madhya Pradesh,tikamgarh,0.8039638766246504,0.4968453345681871,0.5709033899461571,0.4804458672283243
Madhya Pradesh,ujjain,0.8575068221860171,0.2655707339661959,0.5817733481857121,0.3824587110225385
Madhya Pradesh,umaria,0.7762156590204531,0.5827737902292197,0.43529833425062475,0.3311103164417333
Madhya Pradesh,vidisha,0.8398051908339488,0.5207030948522035,0.5924369242774548,0.34824039115520733
