state,district,DEI,ASS,UBS,SRS
Punjab,amritsar,0.79655274339025,0.49396869419854866,0.47111916473149307,0.25
Punjab,barnala,0.6339832330470061,0.7414516925648722,0.6030004604337226,0.6791778910120048
Punjab,bathinda,0.7487122276568199,0.6473253295847422,0.6053161319049294,0.5007675509212761
Punjab,faridkot,0.7031883897794969,0.7435412788267923,0.6499483837989505,0.5390414751217671
Punjab,fatehgarh sahib,0.7017170817381685,0.7375574636222029,0.6659302325085028,0.5731282785313327
Punjab,fazilka,0.778922839837351,0.6882147334827704,0.5578949282182768,0.4841123431324357
Punjab,ferozepur,0.7627780011394943,0.6983777212112001,0.5385253691306742,0.5651603359140267
Punjab,gurdaspur,0.8758330577523354,0.6102510036346137,0.5621549235924426,0.25002158192760154
Punjab,hoshiarpur,0.6350012690812038,0.6466604612286767,0.6064449854988514,0.4155934855579015
Punjab,jalandhar,0.637951608996745,0.5608449526993655,0.5726600155001633,0.6117557128153341
Punjab,kapurthala,0.4473891421747057,0.6706590428428505,0.75,0.4805078016475411
Punjab,ludhiana,0.7264747816232638,0.25,0.4356484180757293,0.29178875148191663
Punjab,malerkotla,0.5335611802542144,0.75,0.26483817618614874,0.727041172200084
Punjab,mansa,0.8004242957788505,0.7334732722920861,0.6547033939554427,0.4748097775701694
Punjab,moga,0.7627492367523385,0.7112476729607538,0.6064391014880075,0.4648003951349744
Punjab,pathankot,0.6170550345758573,0.7304338740929296,0.5330734166638612,0.5266154235886058
Punjab,patiala,0.69114731910394,0.5855638083659436,0.45253162025233395,0.34984949173481106
Punjab,rupnagar,0.7337801742258956,0.7254948520193002,0.7014099862798793,0.5731758168416762
Punjab,s.a.s. nagar,0.6571626921096312,0.6355714068614414,0.25,0.3769070383317299
Punjab,s.b.s. nagar,0.5846950075491824,0.7364651798943809,0.683407089911191,0.5969517011784553
Punjab,sangrur,0.6563495099237461,0.6867289562380934,0.5978505283582156,0.75
Punjab,sri muktsar sahib,0.739125115343622,0.7009422134417385,0.6084562198821953,0.521652120882151
Punjab,tarn taran,0.7957333363833914,0.6595371973492106,0.5847472109854707,0.4437846302638708
